"","AuthorID","Author","Date","Content","Attachments","Reactions","channel","wordcount"
"11",600770279026982912,"peitek#2292","02-Jun-20 03:08 AM","Thank you all for your detailed and thoughtful responses! 

My personal struggle with eye tracking is that there is a plethora of ways to analyze the data, but as far as I'm aware no standards on how to choose the right one. If I have a research question, I'm confident with the experiment design and data collection, but what analysis do I use to answer my research questions in a robust, reliable way? Fixation and saccades metrics? AOI transitions? Higher-level metrics such as pattern analysis? I wish there would be more of guidance/examples which measure makes sense for what kind of questions.",NA,"💯 (2)","general-discussion",106
"12",716972004665851904,"RB#1006","03-Jun-20 03:17 AM","I am so amazed by the wave of papers doing fMRI on programmers and in combination with gaze-tracking. Who would have thought about this some 10 years ago. So glad this year's EMIP brought these networks together and gave a platform for the discussion.",NA,"👍🏽 (4),❤️ (2)","general-discussion",46
"13",304446699206868992,"zombieowl#4403","03-Jun-20 09:04 AM","Ok, I will try to answer the question I posed as well. I use eye tracking to get some insight into the thought processes of developers.  Eye tracking is a close proxy to what they are thinking but not always. I am currently looking into expertise formulation and trying to determine how we can differentiate expertise based on eye movements.  My main annoyance with eye tracking is calibration and that the vendors need to do better in telling us how some measures are calculated especially if one does not necessarily want to use their tools or experiment suites.  Thi is the only way to compare across studies that use/don't use experimental suites. They have considerably improved but more needs to be done.",NA,"","general-discussion",124
"15",304446699206868992,"zombieowl#4403","03-Jun-20 09:06 AM","@everyone please feel free to also answer the question posed above.  For easy access to the questions, I have started to pin them.",NA,"","general-discussion",24
"16",707150407104724992,"Marjaana Puurtinen#3084","03-Jun-20 09:14 AM","Ok, @zombieowl , I will answer, too. 🙂 I have used eye tracking for music and text reading studies, and also piloted the method in food choice and face-to-face interaction settings. Yep, a lot of topics... My specialty is music reading. In that context the method works well and in my view for this reason: as one reads music and plays simultaneously, there is a continous input-output cycle going on. In music reading we don't need to guess whether one little note symbol was processed correctly or not - we hear it immeadiately! So this favourite topic of mine has proven, among all the study topics I have tampered with, a very useful application for eye tracking. I try nowadays to think of other research settings also from that perspective that I can link visual processing to some meaninful action. I also vary between explorative and more hypothesis-driven approaches, depending on the research question, but nowadays prefer the hypothesis-oriented one.",NA,"","general-discussion",164
"17",716935205385928832,"Zsofia Pilz#3944","03-Jun-20 09:44 AM","Okay then I will answer as well, even tough I am new to this feeld. I am especially interested in the field of text-reading and the emotions associated with reading. In the context of my bachelor's thesis, for example, I investigated how a text was perceived differently depending on which person in the text the test persons sympathized with. So the topic of *how we perceive a text depending on the emotions we feel towards the persons within the text* is quite interesting for me. In the context of my master thesis I am planning a similar experiment and suggestions are therefore of course very welcome.  
As a beginner in this field (and apparently not only beginners see it that way) I find it quite difficult to handle the collected data and to say which data should be used for the analysis and what exactly the measured data means.",NA,"","general-discussion",151
"18",716539063678795776,"Natalia Chitalkina#5818","03-Jun-20 10:28 AM","> Okay then I will answer as well, even tough I am new to this feeld. I am especially interested in the field of text-reading and the emotions associated with reading. In the context of my bachelor's thesis, for example, I investigated how a text was perceived differently depending on which person in the text the test persons sympathized with. So the topic of *how we perceive a text depending on the emotions we feel towards the persons within the text* is quite interesting for me. In the context of my master thesis I am planning a similar experiment and suggestions are therefore of course very welcome.  
> As a beginner in this field (and apparently not only beginners see it that way) I find it quite difficult to handle the collected data and to say which data should be used for the analysis and what exactly the measured data means.
@Zsofia Pilz  Our Turku colleague Johanna Kaakinen is also doing a similar kind of research on emotions associated with reading, I'm not sure if she has already published her findings. Maybe @Marjaana Puurtinen or our keynote speaker Raymond know more. Johanna and Raymond work in the same lab (led by J Hyonä). Our colleage Henri Olkoniemi is doing research on sarcasm processing",NA,"","general-discussion",215
"19",716935205385928832,"Zsofia Pilz#3944","03-Jun-20 12:32 PM","Yes Johanna was kindly enough to involve me during my Erasmus in the team a little! I didn’t know about Henry’s research tough, thank you for the information @Natalia Chitalkina ! It sounds super interesting ☺️",NA,"","general-discussion",38
"20",304446699206868992,"zombieowl#4403","03-Jun-20 02:00 PM","Thanks to all who have answered my first discussion question. It is time for another one! Feel free to keep answering them as we go per your convenience.",NA,"","general-discussion",28
"21",304446699206868992,"zombieowl#4403","03-Jun-20 02:01 PM","This next question is for @everyone
❓ Question: What is your go-to eye tracker for your particular use case?",NA,"","general-discussion",20
"23",304446699206868992,"zombieowl#4403","03-Jun-20 02:09 PM","I will answer the question on the go-to eye tracker. I like the Tobii X3-120 eye tracker for code comprehension studies. It is sleek and very mobile.  I find it much better in terms of accuracy and drift compared to the GazePoint.",NA,"","general-discussion",44
"24",521698252983238656,"OldCanada#6524","03-Jun-20 02:47 PM","Go-to eyetracker is Eyelink 1000.  Excellent technology, can be adapted for use with fMRI, EEG, etc.  Excellent technical and customer support for anything.  The one con for people doing more naturalistic experiments is that the system works best with a head and chin rest.  We also have Tobii glasses and an HTC Vive Virtual reality system with the same sensors built in for eyetracking in VR.  I'm excited about the prospects for both but haven't used either sufficiently to provide feedback",NA,"","general-discussion",84
"25",304446699206868992,"zombieowl#4403","01-Jun-20 08:27 PM","@Sarah Fakhoury has used fNIRs wtih eye tracking.  Very cool work! Can you tell us a little about it @Sarah Fakhoury?",NA,"👍 (2)","eye-tracking-plus-other-data-fmri-eeg-and-such",22
"26",600770279026982912,"peitek#2292","02-Jun-20 02:58 AM","@Zohreh Sharafi can also join in with their experiences on eyetracking+fMRI",NA,"👍 (2)","eye-tracking-plus-other-data-fmri-eeg-and-such",13
"27",716539063678795776,"Natalia Chitalkina#5818","02-Jun-20 05:34 AM","Regarding eye tracking vs fMRI I find two issues particularly interesting:  1)  that eye tracking and fMRI studies moved in parallel trying to study the same questions. So, the most popular research question was about whether experts read code and text in the same way. It all started from looking for similarities, but later it turned out that there are also some important differences (code eye tracking studies: less linear processing-although the eye movement data is contradictory, more regressions for code compared to text). Although first fMRI studies showed that code reading is linked to the language processing centers,  one of the last studies stated that language-sensitive areas of the brain are differentially recruited when processing code versus English prose.     The paper also includes a nice review of one NIRS code reading study. 2) Despite trying to study the same research questions it seems to me that there are different trends in the development of methods. In fMRI, the current trend is towards the standardization of the  preprocessing of the data. The most confusing moment of eye tracking research for me is almost a total absence of standardization in the preprocessing: a wide variety of eye movement classification algorithms, no standard way of calculation of pupil dilation etc. Even if I-VT is a kind of default, you still have to choose the threshold.",NA,"👍 (3)","eye-tracking-plus-other-data-fmri-eeg-and-such",226
"28",716509145263636480,"Zohreh Sharafi#1998","02-Jun-20 08:53 AM","In my experience, I found the limitations imposed by fMRI on the  ecological validity  of the experiment quite extensive.  By no way, lying down on a magnetic tube could mimic the real environment in which  developers work. When we design the experiment, each stimulus needs to be shown for a quick period of time (normally 30s to 1 min) which is also  unrealistic.  Also, conducting a fMRI study is quite expensive, compared to other means such as eye-tracking. Yet, it is also quite rewarding. The brain  imaging can reveal information that are not  accessible by other tools  which make them quite appealing.",NA,"","eye-tracking-plus-other-data-fmri-eeg-and-such",103
"29",716509145263636480,"Zohreh Sharafi#1998","02-Jun-20 08:57 AM","@Natalia Chitalkina you mentioned some very interesting points. I also found analyzing the fMRI data quite different from let's say eye-tracking ones. I think it is a mature, standard process. There are a couple of well-known methods with a series of standard process that every ones follows which is very nice. Still, you need to design the experiment correctly and interpret the results carefully, but that standard process (based on rigorous mathematical/statistical methods) makes it reliable and easier to follow. Maybe, this maturity comes from years of experience coming from medical studies which the price to pay for making mistakes are quite high.",NA,"👍 (2)","eye-tracking-plus-other-data-fmri-eeg-and-such",108
"30",717132069133615232,"Sarah Fakhoury#8253","02-Jun-20 11:01 AM","A lot of the points you brought up  @Zohreh Sharafi for fMRI data also applies for fNIR. However, it seems that procedures for the analysis of fMRI data is more standard than for fNIR.  From what I have seen for fNIR, there are several different analysis approaches and pre-processing procedures that are acceptable, instead of a single gold standard. Different approaches provide different benefits for removing signal/physiological noise, and there is no consensus on which approach applies to all experimental senarios. This paper does a good job at explaining this: 

This is a challenege, especially when it comes to integrating eyetracking data with fNIR data. For example, when temporally synchronizing fNIR data with eyetracking gazes, the inherent hemodynamic latency (around 5-7 seconds) for the fNIR data can significantly vary where gazes are mapped. Most papers I have come across use a fixed number for delay across all participants, however I think it is worth looking into how we can more accurately model individual latency.",NA,"👍 (4)","eye-tracking-plus-other-data-fmri-eeg-and-such",167
"31",696595882325442688,"Takatomi Kubo#1749","02-Jun-20 11:29 AM","@Natalia Chitalkina 
> Although first fMRI studies showed that code reading is linked to the language processing centers,  one of the last studies stated that language-sensitive areas of the brain are differentially recruited when processing code versus English prose. 

FYI.
Comprehension of computer code relies primarily on domain-general
executive resources
Anna A. Ivanova et al.

>  We found that the MD system exhibited strong bilateral responses to code in
> both experiments. In contrast, the language system responded strongly to sentence problems, but only
> weakly or not at all to code problems. We conclude that code comprehension relies primarily on domain general executive resources, demonstrating that the MD system supports the use of novel cognitive tools
> even when the input is structurally similar to natural language.",NA,"","eye-tracking-plus-other-data-fmri-eeg-and-such",126
"32",716539063678795776,"Natalia Chitalkina#5818","02-Jun-20 01:53 PM","@Takatomi Kubo Thank you! This is a very interesting fresh paper that I haven't seen. We should take findings into account for our own studies. I really like the setup.  I wonder whether there is a shift in involved brain regions with the development of programming skills in some way (for example, a shift was found for Arabic symbolic number processing in children of different age). It would be really interesting to see the brain activation of beginners  during the same tasks",NA,"👍 (1)","eye-tracking-plus-other-data-fmri-eeg-and-such",84
"33",696595882325442688,"Takatomi Kubo#1749","02-Jun-20 02:33 PM","@Natalia Chitalkina 
It is very good to hear that 
you have interest in the paper.
Our work shows the language system is involved in program comprehension.
We used brain decoding approach, and assessed correlation between  the decoding accuracies of brain regions and behavioral performance that can reflect a kind of expertise level.


I hope you will have an interest in our work as well.",NA,"","eye-tracking-plus-other-data-fmri-eeg-and-such",65
"34",476623791569633280,"imnotamember#0100","02-Jun-20 03:26 PM","Hey all, interesting discussion going on in here! Just to add to it, I've been doing primarily EEG and fMRI for the past few years in a neuroscience program and heavily invested in the different methods applied to each. I recently was lucky enough to help on a massive paper comparing how different groups of neuroscientists analyze the same fMRI dataset to answer predetermined-hypotheses ( or ) and long-story short, everyone analyzes differently (no gold standard) and it can lead to variability in interpretation of the results. Fortunately, there was a majority of agreement in interpretation even with varying analysis methods. The real standard is to have converging evidence amongst many groups and not just let one group dictate a finding.",NA,"👍 (2)","eye-tracking-plus-other-data-fmri-eeg-and-such",122
"35",476623791569633280,"imnotamember#0100","02-Jun-20 03:30 PM","EEG is even more variable as most of the recording equipment comes with proprietary software for analysis, and even if you export for analysis in 3rd party software (EEGLAB, MNE Python, FieldTrip, ERP Lab, etc.), there's a massive range of analysis techniques employed.",NA,"👍 (1)","eye-tracking-plus-other-data-fmri-eeg-and-such",44
"36",476623791569633280,"imnotamember#0100","02-Jun-20 03:31 PM","In many ways I'd say eye-tracking is less varying in analyses compared to EEG, and on par with fMRI. Again, the real standard is converging evidence amongst many groups and using the right method for the right question.",NA,"","eye-tracking-plus-other-data-fmri-eeg-and-such",40
"37",600770279026982912,"peitek#2292","03-Jun-20 02:31 AM","I agree with Josh. As a member of one of the groups that use fMRI, our analysis differs significantly from what some of the other groups are doing. There is no single gold standard, but there are a handful of analysis procedures that each are accepted if you stay within certain limits. In my view this is the key difference to eye tracking, where there is neither a single or a handful of accepted standards. In my few submitted papers, my fMRI analyses were never fundamentally questioned, but the eye-tracking analysis was even if it mirrored a previous paper we were replicating.

I already mentioned that in the #general-discussion channel, but I wish there was a methodological framework that researchers could rely and refer to when analyzing their eye-tracking data. I don't see why eye-tracking cannot have one or a handful of robust standards.",NA,"💯 (1)","eye-tracking-plus-other-data-fmri-eeg-and-such",149
"38",600770279026982912,"peitek#2292","03-Jun-20 02:35 AM","> @Natalia Chitalkina 
> 
> FYI.
> Comprehension of computer code relies primarily on domain-general
> executive resources
> Anna A. Ivanova et al.
> 

This is a really interesting paper, but one needs to be quite careful when interpreting fMRI data. The authors contrast brain activation when reading code and reading text and conclude that code has little involvement of the language centers. But, to my understanding, the analysis shows that reading code just has less involvement of language centers than when reading text. So the language centers still may be quite involved during code comprehension, it's just not visible with the chosen contrast of reading text (which naturally will involve language centers).",NA,"👍 (1)","eye-tracking-plus-other-data-fmri-eeg-and-such",110
"39",600770279026982912,"peitek#2292","03-Jun-20 02:38 AM","> A lot of the points you brought up  @Zohreh Sharafi for fMRI data also applies for fNIR. However, it seems that procedures for the analysis of fMRI data is more standard than for fNIR.  From what I have seen for fNIR, there are several different analysis approaches and pre-processing procedures that are acceptable, instead of a single gold standard. Different approaches provide different benefits for removing signal/physiological noise, and there is no consensus on which approach applies to all experimental senarios. This paper does a good job at explaining this: 
> 
> This is a challenege, especially when it comes to integrating eyetracking data with fNIR data. For example, when temporally synchronizing fNIR data with eyetracking gazes, the inherent hemodynamic latency (around 5-7 seconds) for the fNIR data can significantly vary where gazes are mapped. Most papers I have come across use a fixed number for delay across all participants, however I think it is worth looking into how we can more accurately model individual latency.

To bring it back to the original topic of neuro+eyetracking, I encountered the same challenges as @Sarah Fakhoury. When trying to align eye-tracking with fNIR/fMRI, the differences in temporal resolution and delays make it imprecise. We still have this in our agenda, since the potential benefit from a combination of the modalities is huge, but it's not an easy problem to solve 😅",NA,"💯 (1)","eye-tracking-plus-other-data-fmri-eeg-and-such",235
"40",716539063678795776,"Natalia Chitalkina#5818","03-Jun-20 07:24 AM","> @Natalia Chitalkina 
> It is very good to hear that 
> you have interest in the paper.
> Our work shows the language system is involved in program comprehension.
> We used brain decoding approach, and assessed correlation between  the decoding accuracies of brain regions and behavioral performance that can reflect a kind of expertise level.
> 
> 
> I hope you will have an interest in our work as well.
@Takatomi Kubo Thank you, I read this paper with a great interest! It was probably the first fMRI paper I saw with participants of three different expertise levels.  And I find it interesting that the language system is involved in program classification into categories task. Your study and Ivanova's and al are probably about different kinds (or levels) of code comprehension: understanding the idea of codes and understanding of outputs. Both are very interesting, but for the first,  participants didn't necessary have to trace the whole code (rather a kind of expertise based visual search for cues), for the second, probably more details should be taken into account by participants. It's also interesting to notice that the vast majority of Ivanova's sample was female experts and the second study didn't have expert females.",NA,"👍 (1)","eye-tracking-plus-other-data-fmri-eeg-and-such",203
"41",716539063678795776,"Natalia Chitalkina#5818","03-Jun-20 07:44 AM","> This is a really interesting paper, but one needs to be quite careful when interpreting fMRI data. The authors contrast brain activation when reading code and reading text and conclude that code has little involvement of the language centers. But, to my understanding, the analysis shows that reading code just has less involvement of language centers than when reading text. So the language centers still may be quite involved during code comprehension, it's just not visible with the chosen contrast of reading text (which naturally will involve language centers).
@peitek This is a very good point!  Of course, there are many systems involved in code comprehension, since it's a pretty complicated activity. And it's possible to find them with fMRI. The other important thing is that these systems are involved with different contribution at different levels of expertise development (this works for different cognitive processes like writing with a pen or Arabic number symbol processing according to neuropsychological research, so I might assume it should work for programming too). I like the setup of Ivanova's study, because it allowed to look at which system takes the lead in this kind of code comprehension tasks in experts. They would see nothing, if code and text reading were similar in terms of brain processing of the tasks. It's interesting to find out if that's the case for beginners, it would be in line with eye tracking findings of linear reading of text and code in beginners. That's the shift I meant in my previous message",NA,"","eye-tracking-plus-other-data-fmri-eeg-and-such",261
"42",716509145263636480,"Zohreh Sharafi#1998","03-Jun-20 08:53 AM","This is very interesting discussion. 
I agree that there is no gold standard but I found it more mature that eye-tracking one. 
My understanding is that every fMRI analysis starts with a pre-processing phase in which a set of standard approaches are generally used for that such as computing voxel displacement maps (VDMs), segmenting anatomical scans, and  transform them based on a standard template such as MNI one.
Then, there is this First-level analysis to first generate first-level model and then combine them in groups.  
Then there is Contrasts and group-level analysis. Also, there are other types of analysis such as connectivity analysis, that are inherently different. 

I understand that these procedures need to be tuned for each experiment based on the design and the number of factors involved. Also, how to interpret the results is a complex creative process. But still I found it more standard than eye-tracking analysis, specially while talking to researchers in biomedical engineering or medical imaging research for example, all of them almost follow the same approaches, maybe using 
various stats.",NA,"👍 (1),🔬 (1)","eye-tracking-plus-other-data-fmri-eeg-and-such",182
"43",696595882325442688,"Takatomi Kubo#1749","03-Jun-20 08:59 AM","@Natalia Chitalkina 
Thank you for your reply!
>  The other important thing is that these systems are involved with different contribution at different levels of expertise development (this works for different cognitive processes like writing with a pen or Arabic number symbol processing according to neuropsychological research, so I might assume it should work for programming too).

We have to control many factors, including sex differences, dominance of hand, etc., due to  the different response patterns in brain activities, even for fNIRS.
In addition, in our study, we randomized button assignment to answer,
and designed visual stimuli carefully as much as possible.
We checked S/N ratio (here, signal means response for difference of categories of codes) with changing setting of experiments.",NA,"🔬 (1),🤩 (1),👍 (1)","eye-tracking-plus-other-data-fmri-eeg-and-such",122
"44",476623791569633280,"imnotamember#0100","03-Jun-20 09:02 AM","@Zohreh Sharafi you got it right regarding many of the methodological practices. One of the harder parts to learn when starting in fMRI research is that we really need to scan larger numbers of participants (upwards of 100 for simple studies) to limit our spurious findings and there's no standard for contrast AOI's (whole brain contrasts are very imprecise). Then there's the issue of how many trials are acceptable to remove from a single participants' data before removing them entirely from group-analysis (10%, 25%, 3 trials?).",NA,"👍 (2)","eye-tracking-plus-other-data-fmri-eeg-and-such",91
"45",476623791569633280,"imnotamember#0100","03-Jun-20 09:04 AM","On top of that, fMRI is really expensive, so most studies will either skip dropping bad participant data or use methods to process them into better data (which introduces new biases)",NA,"","eye-tracking-plus-other-data-fmri-eeg-and-such",31
"46",716509145263636480,"Zohreh Sharafi#1998","03-Jun-20 09:05 AM","@imnotamember I agree 100%. Even the complex analysis in addition to the actual cost of conducting the experiment make fMRI much more expensive that eye-tracking for example.",NA,"","eye-tracking-plus-other-data-fmri-eeg-and-such",29
"47",476623791569633280,"imnotamember#0100","03-Jun-20 09:10 AM","@Zohreh Sharafi What this does provide is a great opportunity in the eyetracking community to learn from these issues. We could do tons of relatively cheap eyetracking data collection amongst many groups around the world and attempt to see how different standards change results!",NA,"❤️ (1),👍 (2)","eye-tracking-plus-other-data-fmri-eeg-and-such",45
"48",476623791569633280,"imnotamember#0100","03-Jun-20 09:11 AM","Might be a useful project we could organize here and return to next year!",NA,"","eye-tracking-plus-other-data-fmri-eeg-and-such",14
"49",476623791569633280,"imnotamember#0100","03-Jun-20 09:23 AM","I gotta say I'm so impressed by everyone in this channel coming to share and learn. If we were at a neuroscience conference these discussions would devolve into heated (and useless) debates rather quickly. 😍 🤩 🤓",NA,"😆 (1),🤣 (2)","eye-tracking-plus-other-data-fmri-eeg-and-such",38
"50",716509145263636480,"Zohreh Sharafi#1998","03-Jun-20 09:24 AM","> @Zohreh Sharafi What this does provide is a great opportunity in the eyetracking community to learn from these issues. We could do tons of relatively cheap eyetracking data collection amongst many groups around the world and attempt to see how different standards change results!
@imnotamember Excellent idea, as a community, we have all the resources to make this happen.",NA,"💯 (2),❤️ (3)","eye-tracking-plus-other-data-fmri-eeg-and-such",60
"51",476623791569633280,"imnotamember#0100","03-Jun-20 09:30 AM","One thing I find in the general neuroimaging community is it frequently is isolated groups of biologists/psychologists/computational modelers/etc., each doing the same study different ways instead of combining their expertise to really approach each step thoughtfully.",NA,"👍 (3)","eye-tracking-plus-other-data-fmri-eeg-and-such",39
"52",716539063678795776,"Natalia Chitalkina#5818","31-May-20 05:29 AM","Dear all, here is our preprint","https://cdn.discordapp.com/attachments/707137061664063530/716599188929904640/Chitalkina_et_al.pdf","👍 (3)","proof-readers-error",6
"53",716539063678795776,"Natalia Chitalkina#5818","31-May-20 05:45 AM","And this is my presentation. I hope that you find it interesting. Any comments are very welcome!  ","","👍 (7)","proof-readers-error",17
"54",304446699206868992,"zombieowl#4403","01-Jun-20 09:27 AM","Moderators for this channel are @zombieowl and @Marjaana Puurtinen","","","proof-readers-error",9
"56",716509145263636480,"Zohreh Sharafi#1998","01-Jun-20 03:24 PM","@Natalia Chitalkina thanks for the presentation. Your work has a very interesting and novel research question. The results are also surprising. Nice work. I'm wondering if you had any after experiment follow-up with the participant. Like as an expert, what the participant thinks of the results?","","","proof-readers-error",49
"57",716539063678795776,"Natalia Chitalkina#5818","02-Jun-20 04:17 AM","@Zohreh Sharafi thanks for your comments and interest in my work! Yes, I showed to the participant the scanpath video with his eye movements (he was a CS, but non eye tracking expert) right after the study and asked how he felt during the study and what he thought about it. Of course, I didn't have the results of eye tracking metrics at that moment. He was a bit confused that he made mistakes in the tasks, but I assured him that we are very interested in all kind of experiences people have in this study including mistakes, because it might help to find out how prediction in code reading works.","","👍 (1)","proof-readers-error",113
"58",521698252983238656,"OldCanada#6524","02-Jun-20 11:39 AM","HI @Zohreh Sharafi , nice job with this.  Apologies if I missed this in the presentation but can you say a little more about how/why you chose the eye movement metrics you did?  Is it the case that you looked at a lot of different metrics and are reporting only significant differences or was there a specific reason you selected the ones you did?  I think there's a lot of value to an approach like this but it is also very useful to have some sense of why certain metrics may be more or less useful.  Also, are you planning to apply this approach to future subjects or was this more of an initial determination of how you'd use the eyetracker in this domain?  Thanks!","","","proof-readers-error",127
"59",600770279026982912,"peitek#2292","03-Jun-20 07:15 AM","@Natalia Chitalkina Thank you for the interesting talk! 

Did I understand it correctly that you told the participant *after* the experiment which snippets he got correct/incorrect? If so, one option in the future you could consider is giving this feedback after each task. In my experience if an expert hears that they made a mistake they'll try even harder on the next attempt. But such feedback-loop has an influence on the behavior as well, so it's a dangerous choice..","","","proof-readers-error",84
"60",716509145263636480,"Zohreh Sharafi#1998","03-Jun-20 08:30 AM","@OldCanada, Hi, i think those questions are for Natalia, I haven't been involved in this research work.","","","proof-readers-error",19
"61",521698252983238656,"OldCanada#6524","03-Jun-20 09:07 AM","My apologies, I was accidentally looking at your comment above rather than the author in asking my question (sorry for the mixup too @Natalia Chitalkina","","","proof-readers-error",25
